VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2015,9.993771038,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2016,12.724055205,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2017,11.387646546,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2018,11.375663001,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2019,12.009791729,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2020,11.609612858,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Gambia,2021,12.444909316,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2000,4.496041771,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2001,3.90011184,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2002,3.865730628,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2003,4.056506112,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2004,3.894161444,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2005,3.805411691,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2006,3.782542371,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2007,4.13715326,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2008,3.838707208,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2009,3.824096106,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2010,4.522131898,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2011,5.870728632,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2012,7.45227246,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2013,8.047536702,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2014,9.416764013,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2015,11.030943497,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2016,12.732455772,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2017,13.663021075,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2018,13.733405053,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2019,9.567929378,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2020,9.080624691,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Georgia,2021,10.500994435,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2000,21.693617846,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2001,22.232389587,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2002,21.294698377,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2003,21.895068425,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2004,22.917802226,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2005,23.932677847,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2006,26.099282384,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2007,28.443166228,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2008,27.572283923,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2009,22.740880842,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2010,26.767453574,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2011,31.549628282,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2012,35.759861633,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2013,39.628881586,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2014,41.259414563,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2015,45.489222425,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2016,46.261748347,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2017,53.458057158,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2018,57.409841284,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2019,61.945904484,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2020,58.707476735,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Germany,2021,60.995642551,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2000,66.832782688,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2001,69.427990265,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2002,72.953712951,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2003,76.424297467,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2004,78.622576261,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2005,83.282577005,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2006,86.910265913,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2007,85.445461906,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2008,87.670578748,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2009,85.264868122,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2010,88.179581538,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2011,135.760941728,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2012,159.001892114,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2013,162.700103926,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2014,167.926425278,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2015,150.734876137,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2016,137.4650355,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2017,161.186230099,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2018,181.888585064,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2019,194.68168694,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2020,187.420044518,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Ghana,2021,186.069320979,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2000,138.933310289,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2001,148.784374647,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2002,153.716422914,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2003,172.692972511,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2004,263.525463659,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2005,417.024832934,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2006,214.387783418,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2007,124.9986328,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2008,127.578433893,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2009,139.373590622,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2010,167.648555234,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2011,197.240867004,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2012,175.450928187,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2013,169.392041188,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2014,158.899674236,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2015,167.08686923,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2016,60.186768725,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2017,56.871764702,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2018,60.950951061,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2019,61.288295699,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2020,61.2747642,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Greece,2021,74.184542069,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2000,17.251970039,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2001,16.164068893,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2002,15.862938959,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2003,15.514172129,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2004,15.250505327,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2005,14.896553596,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2006,15.487094136,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2007,16.28561534,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2008,17.076088651,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2009,16.670910242,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2010,16.893792343,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2011,18.12362148,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2012,18.722006882,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2013,19.062530999,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2014,20.196858172,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2015,21.001059441,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2016,21.429735095,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2017,21.41366003,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2018,21.701864181,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2019,22.941396751,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2020,22.764262752,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guatemala,2021,24.858373209,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2000,30.196138207,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2001,29.560765771,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2002,32.366969872,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2003,35.779185908,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2004,34.571658289,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2005,36.251886033,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2006,36.138448273,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2007,34.216520733,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2008,38.147867838,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2009,36.267776478,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2010,38.098063219,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2011,40.901127374,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2012,41.715459313,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2013,40.381691999,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2014,41.812001923,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2015,38.205538912,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2016,48.285574857,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2017,55.843008117,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2018,57.722900685,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2019,57.89154827,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2020,59.569374355,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea,2021,60.096675079,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2000,12.141711692,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2001,11.48821175,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2002,11.517825533,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2003,11.564798795,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2004,9.847504287,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2005,8.813910283,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2006,8.803029011,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2007,8.61982237,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2008,9.331870449,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2009,9.252594118,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2010,9.42665286,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2011,9.479950015,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2012,10.332849891,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2013,11.470623202,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2014,11.425873935,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2015,10.252748403,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2016,11.252808509,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2017,11.856446772,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2018,12.273688045,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2019,14.012483304,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2020,13.937180598,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guinea-Bissau,2021,14.412385828,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2000,49.443225441,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2001,43.431880969,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2002,38.450634031,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2003,32.679627697,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2004,30.028759461,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2005,27.942524874,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2006,32.236260207,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2007,37.081839441,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2008,39.371227607,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2009,40.309808791,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2010,42.542160417,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2011,48.890261696,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2012,51.02214799,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2013,50.500360085,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2014,48.514917281,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2015,47.880904902,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2016,59.779271257,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2017,56.127693196,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2018,60.031683639,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2019,69.246587254,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2020,135.53034338,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Guyana,2021,233.817084165,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2000,101.254000807,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2001,90.382339358,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2002,77.236230602,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2003,78.870138844,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2004,69.987559166,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2005,64.137215965,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2006,66.124830576,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2007,61.915085169,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2008,63.241690732,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2009,60.173475646,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2010,51.145103725,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2011,56.698509081,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2012,60.229422478,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2013,62.500277615,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2014,67.460987523,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2015,68.101069529,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2016,66.015707829,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2017,65.938353371,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2018,68.610233771,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2019,64.320217219,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2020,59.934426983,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Haiti,2021,68.182853356,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2000,30.493894449,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2001,28.969276854,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2002,28.856100541,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2003,29.801336699,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2004,30.774996899,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2005,32.207221037,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2006,35.434158306,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2007,36.814842668,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2008,37.980473475,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2009,35.355496937,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2010,36.363211776,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2011,39.055691829,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2012,41.258407551,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2013,41.888296822,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2014,41.254956423,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2015,42.703108675,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2016,44.29339129,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2017,47.389763197,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2018,49.104116712,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2019,49.266450989,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2020,43.001051718,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Honduras,2021,50.184312589,US$/m3,E,False
