"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): 1-4 persons","2020",83.829,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): 5-49 persons","2020",91.269,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): 50+ persons","2020",82.499,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): Not stated","2020",97.632,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): Total","2020",97.958,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): 1-4 persons","2020",99.709,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): 5-49 persons","2020",99.168,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): Not stated","2020",96.302,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): Total","2020",96.039,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): 1-4 persons","2020",97.322,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): 5-49 persons","2020",89.375,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): Not stated","2020",95.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): Total","2020",93.381,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): 1-4 persons","2020",94.348,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): 5-49 persons","2020",93.323,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): 50+ persons","2020",78.714,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): Not stated","2020",93.465,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): Total","2020",97.216,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): 1-4 persons","2020",95.165,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): 5-49 persons","2020",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): 50+ persons","2020",100,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): Not stated","2020",98.363,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 0. Armed forces occupations","Establishment size (Aggregate): Total","2020",40.343,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): 0. Armed forces occupations","Establishment size (Aggregate): Not stated","2020",46.487,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): X. Not elsewhere classified","Establishment size (Aggregate): Total","2020",99.639,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (ISCO-08): X. Not elsewhere classified","Establishment size (Aggregate): Not stated","2020",99.639,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): Total","Establishment size (Aggregate): Total","2020",97.823,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): Total","Establishment size (Aggregate): 1-4 persons","2020",98.441,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): Total","Establishment size (Aggregate): 5-49 persons","2020",97.998,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): Total","Establishment size (Aggregate): 50+ persons","2020",97.729,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): Total","Establishment size (Aggregate): Not stated","2020",97.312,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 1. Managers","Establishment size (Aggregate): Total","2020",95.037,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 1. Managers","Establishment size (Aggregate): 1-4 persons","2020",93.91,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 1. Managers","Establishment size (Aggregate): 5-49 persons","2020",100,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 1. Managers","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 1. Managers","Establishment size (Aggregate): Not stated","2020",95.704,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 2. Professionals","Establishment size (Aggregate): Total","2020",90.862,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 2. Professionals","Establishment size (Aggregate): 1-4 persons","2020",84.846,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 2. Professionals","Establishment size (Aggregate): 5-49 persons","2020",88.584,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 2. Professionals","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 2. Professionals","Establishment size (Aggregate): Not stated","2020",93.177,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 3. Technicians and associate professionals","Establishment size (Aggregate): Total","2020",93.324,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 3. Technicians and associate professionals","Establishment size (Aggregate): 1-4 persons","2020",95.647,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 3. Technicians and associate professionals","Establishment size (Aggregate): 5-49 persons","2020",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 3. Technicians and associate professionals","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 3. Technicians and associate professionals","Establishment size (Aggregate): Not stated","2020",89.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 4. Clerical support workers","Establishment size (Aggregate): Total","2020",84.469,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 4. Clerical support workers","Establishment size (Aggregate): 1-4 persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 4. Clerical support workers","Establishment size (Aggregate): 5-49 persons","2020",82.564,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 4. Clerical support workers","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 4. Clerical support workers","Establishment size (Aggregate): Not stated","2020",82.897,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): Total","2020",95.241,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): 1-4 persons","2020",93.649,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): 5-49 persons","2020",88.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 5. Service and sales workers","Establishment size (Aggregate): Not stated","2020",97.716,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): Total","2020",98.594,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): 1-4 persons","2020",99.918,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): 5-49 persons","2020",99.907,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): 50+ persons","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Establishment size (Aggregate): Not stated","2020",97.473,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): Total","2020",97.455,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): 1-4 persons","2020",96.618,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): 5-49 persons","2020",100,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 7. Craft and related trades workers","Establishment size (Aggregate): Not stated","2020",98.866,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): Total","2020",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): 1-4 persons","2020",100,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","Establishment size (Aggregate): Not stated","2020",100,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): Total","2020",99.12,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): 1-4 persons","2020",95.676,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): 5-49 persons","2020",100,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 9. Elementary occupations","Establishment size (Aggregate): Not stated","2020",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 0. Armed forces occupations","Establishment size (Aggregate): Total","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): 0. Armed forces occupations","Establishment size (Aggregate): Not stated","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): X. Not elsewhere classified","Establishment size (Aggregate): Total","2020",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (ISCO-08): X. Not elsewhere classified","Establishment size (Aggregate): Not stated","2020",100,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Total","Establishment size (Aggregate): Total","2012",97.344,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Total","Establishment size (Aggregate): 1-4 persons","2012",98.494,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Total","Establishment size (Aggregate): 5-49 persons","2012",93.82,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Total","Establishment size (Aggregate): 50+ persons","2012",75.201,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Total","Establishment size (Aggregate): Not stated","2012",94.446,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Aggregate): Total","2012",89.597,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Aggregate): 1-4 persons","2012",86.487,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Aggregate): 5-49 persons","2012",87.51,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Aggregate): 50+ persons","2012",67.495,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Aggregate): Not stated","2012",91.881,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Aggregate): Total","2012",98.092,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Aggregate): 1-4 persons","2012",98.612,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Aggregate): 5-49 persons","2012",96.204,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Aggregate): 50+ persons","2012",75.576,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Aggregate): Not stated","2012",95.968,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Aggregate): Total","2012",98.385,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Aggregate): 1-4 persons","2012",99.086,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Aggregate): 5-49 persons","2012",98.128,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Aggregate): 50+ persons","2012",85.432,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Aggregate): Not stated","2012",96.802,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Not elsewhere classified","Establishment size (Aggregate): Total","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Not elsewhere classified","Establishment size (Aggregate): Not stated","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Aggregate): Total","2012",96.043,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
