VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bhutan,2022,0.36445263,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bolivia (Plurinational State of),2022,0.428098819,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Botswana,2022,0.099092216,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brazil,2022,0.697257962,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Brunei Darussalam,2022,5.446185315,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Bulgaria,2022,0.145838485,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burkina Faso,2022,0.060783265,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Burundi,2022,0.062542698,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cabo Verde,2022,0.076431031,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cambodia,2022,0.410603285,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cameroon,2022,0.066881162,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Canada,2022,0.338807446,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Central African Republic,2022,0.132454005,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Chad,2022,0.069071351,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Chile,2022,0.215214528,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,China,2022,2.558905116,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Colombia,2022,0.135446625,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Comoros,2022,0.123521982,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Congo,2022,0.228202888,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Costa Rica,2022,0.431874374,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Croatia,2022,0.916653552,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cuba,2022,0.094007861,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Cyprus,2022,0.840080044,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Czechia,2022,1.432270267,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Côte d'Ivoire,2022,0.237772369,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Democratic People's Republic of Korea,2022,0.346034487,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Democratic Republic of the Congo,2022,0.405196774,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Denmark,2022,1.375053335,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Djibouti,2022,14.370954905,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Dominica,2022,0.00519801,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Dominican Republic,2022,0.242615273,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ecuador,2022,0.612212689,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Egypt,2022,0.822971856,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,El Salvador,2022,0.036752776,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Eritrea,2022,0.021836715,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Estonia,2022,0.693106949,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Eswatini,2022,0.11496829,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ethiopia,2022,0.208956541,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Fiji,2022,0.480725221,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Finland,2022,0.018858554,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,France,2022,3.073997813,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Gabon,2022,0.30620608,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Gambia,2022,0.150742891,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Georgia,2022,0.697004655,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Germany,2022,2.492317972,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ghana,2022,0.185086164,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Greece,2022,0.553330314,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Grenada,2022,2.07281374,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Guatemala,2022,0.957118414,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Guinea,2022,0.040089238,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Guinea-Bissau,2022,0.115894635,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Guyana,2022,0.014290246,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Haiti,2022,0.235861417,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Honduras,2022,0.273236911,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Hungary,2022,0.499143907,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Iceland,2022,0.851074255,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,India,2022,0.53207549,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Indonesia,2022,0.360715278,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Iran (Islamic Republic of),2022,0.338250418,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Iraq,2022,0.105002588,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ireland,2022,0,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Israel,2022,2.55663307,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Italy,2022,0.001193215,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Jamaica,2022,3.370233109,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Japan,2022,0.640654322,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Jordan,2022,1.406632849,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Kazakhstan,2022,0.067299451,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Kenya,2022,0.189805086,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Kuwait,2022,0.62573132,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Kyrgyzstan,2022,0.119105362,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Lao People's Democratic Republic,2022,0.181850646,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Latvia,2022,0.038095235,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Lebanon,2022,1.940948215,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Lesotho,2022,0.020631974,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Liberia,2022,0.045089986,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Libya,2022,0.141826866,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Lithuania,2022,0.059663522,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Luxembourg,2022,0,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Madagascar,2022,0.105384675,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Malawi,2022,0.102427448,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Malaysia,2022,1.481019456,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Mali,2022,0.052293628,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Malta,2022,3.962499859,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Mauritania,2022,0.308797931,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Mauritius,2022,0.403889788,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Mexico,2022,0.304336643,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Mongolia,2022,0.546494442,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Montenegro,2022,0.982902346,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Morocco,2022,0.451873648,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Mozambique,2022,0.071026774,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Myanmar,2022,0.19764618,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Namibia,2022,0.077892865,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Nepal,2022,0.660347302,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Netherlands (Kingdom of the),2022,21.533001085,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,New Zealand,2022,4.515922288,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Nicaragua,2022,0.177232406,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Niger,2022,0.003794751,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Nigeria,2022,0.264569234,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,North Macedonia,2022,1.6237587,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Norway,2022,0.333726211,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Oman,2022,1.224369932,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Pakistan,2022,0.416078907,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Palestine,2022,4.199311788,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Panama,2022,0.407669832,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Paraguay,2022,0.208384797,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Peru,2022,0.485930729,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Philippines,2022,0.202934094,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Poland,2022,0.153949751,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Portugal,2022,0.499854455,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Puerto Rico,2022,1.988809516,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Qatar,2022,1.407845169,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Korea,2022,1.011377478,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Republic of Moldova,2022,2.42543553,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Romania,2022,0.365930783,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Russian Federation,2022,0.060603093,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Rwanda,2022,0.516290748,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Kitts and Nevis,2022,0.538131421,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saint Lucia,2022,0.001688146,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sao Tome and Principe,2022,0.398196682,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Saudi Arabia,2022,0.870525074,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Senegal,2022,0.091569164,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Serbia,2022,0.323560039,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Seychelles,2022,4.349451674,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sierra Leone,2022,3.946908282,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovakia,2022,1.843485903,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Slovenia,2022,9.701544508,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Somalia,2022,0.197376345,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Africa,2022,0.159182048,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,South Sudan,2022,0.013333228,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Spain,2022,0.474597664,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sri Lanka,2022,0.338346437,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sudan,2022,0.15545312,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Suriname,2022,0.825131572,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Sweden,2022,4.234101552,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Switzerland,2022,6.04249668,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Syrian Arab Republic,2022,0.188100267,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tajikistan,2022,0.369170836,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Thailand,2022,0.400377882,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Timor-Leste,2022,0.058690428,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Togo,2022,0.016568542,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Trinidad and Tobago,2022,2.441549098,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Tunisia,2022,0.317113947,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Turkmenistan,2022,0.247526225,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Türkiye,2022,0.172016765,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uganda,2022,0.050700222,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Ukraine,2022,0.03045004,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Arab Emirates,2022,1.44136363,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2022,1.016053049,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United Republic of Tanzania,2022,0.234360544,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,United States of America,2022,0.248753854,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uruguay,2022,0.219935609,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Uzbekistan,2022,0.696681564,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Venezuela (Bolivarian Republic of),2022,0.11572176,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Viet Nam,2022,0.294953684,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Yemen,2022,0.627127993,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zambia,2022,0.04062596,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zimbabwe,2022,0.038165639,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Afghanistan,2022,37.216737208,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Albania,2022,32.521264206,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Algeria,2022,25.408560487,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Angola,2022,142.960474595,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Antigua and Barbuda,2022,148.804146669,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Argentina,2022,59.743545381,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Armenia,2022,15.483972771,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Australia,2022,397.255112055,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Austria,2022,8044.521458646,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Azerbaijan,2022,45.764218383,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahamas,2022,328.692139917,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahrain,2022,72.95898914,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2022,53.186387992,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Barbados,2022,175.16752244,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belarus,2022,49.46510778,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belgium,2022,499.052656712,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belize,2022,140.334673603,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Benin,2022,55.177288848,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bhutan,2022,98.411893304,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2022,78.614026544,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bosnia and Herzegovina,2022,37.397584444,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Botswana,2022,77.274798309,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brazil,2022,71.265965389,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brunei Darussalam,2022,28.614009875,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2022,49.365036644,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burkina Faso,2022,17.418853906,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burundi,2022,32.941595907,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cabo Verde,2022,9.419701677,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cambodia,2022,87.551586589,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cameroon,2022,85.111226865,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Canada,2022,250.29441948,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Central African Republic,2022,14.707340124,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Chad,2022,34.026021638,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Chile,2022,123.495955072,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,China,2022,88.518232644,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Colombia,2022,60.916373399,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Comoros,2022,130.11431451,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Congo,2022,64.459859893,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Costa Rica,2022,43.355451126,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Croatia,2022,87.601256486,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cuba,2022,41.760287431,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cyprus,2022,189.918042447,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Czechia,2022,214.942936826,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Côte d'Ivoire,2022,117.752676204,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Democratic People's Republic of Korea,2022,5.897786895,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Democratic Republic of the Congo,2022,42.814031807,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Denmark,2022,648.823163274,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Djibouti,2022,174.921945834,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Dominica,2022,16.919870626,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Dominican Republic,2022,64.108791489,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Ecuador,2022,43.159682196,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Egypt,2022,23.063172601,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,El Salvador,2022,39.630268125,US$/m3,E,false
