,year,region_sdg,stat,amount
945,2003,Central and Southern Asia,wat_pop_sm_u,1030999116.0582954
946,2003,Eastern and South-Eastern Asia,wat_pop_sm_u,5692181653.079136
947,2003,Europe and Northern America,wat_pop_sm_u,4311719538.368986
948,2003,Latin America and the Caribbean,wat_pop_sm_u,2003463225.5543463
949,2003,Northern Africa and Western Asia,wat_pop_sm_u,596834261.6753411
950,2003,Oceania,wat_pop_sm_u,3097752.0087545183
951,2003,Sub-Saharan Africa,wat_pop_sm_u,657040721.1374396
952,2004,Australia and New Zealand,wat_pop_sm_u,165857014.2227957
953,2004,Central and Southern Asia,wat_pop_sm_u,1061871324.4853889
954,2004,Eastern and South-Eastern Asia,wat_pop_sm_u,5910839318.172348
955,2004,Europe and Northern America,wat_pop_sm_u,4348322635.447428
956,2004,Latin America and the Caribbean,wat_pop_sm_u,2039695583.787285
957,2004,Northern Africa and Western Asia,wat_pop_sm_u,611379120.5377538
958,2004,Oceania,wat_pop_sm_u,3150922.726623527
959,2004,Sub-Saharan Africa,wat_pop_sm_u,690344324.5775874
960,2005,Australia and New Zealand,wat_pop_sm_u,168372220.64265567
961,2005,Central and Southern Asia,wat_pop_sm_u,1096743611.3133972
962,2005,Eastern and South-Eastern Asia,wat_pop_sm_u,6133574886.19718
963,2005,Europe and Northern America,wat_pop_sm_u,4385838912.468618
964,2005,Latin America and the Caribbean,wat_pop_sm_u,2075836374.884431
965,2005,Northern Africa and Western Asia,wat_pop_sm_u,626998345.6739949
966,2005,Oceania,wat_pop_sm_u,3205871.9627495967
967,2005,Sub-Saharan Africa,wat_pop_sm_u,724607849.8863926
968,2006,Australia and New Zealand,wat_pop_sm_u,171304362.56317323
969,2006,Central and Southern Asia,wat_pop_sm_u,1131888657.4747987
970,2006,Eastern and South-Eastern Asia,wat_pop_sm_u,6356197925.506968
971,2006,Europe and Northern America,wat_pop_sm_u,4427694561.783712
972,2006,Latin America and the Caribbean,wat_pop_sm_u,2111702257.3244853
973,2006,Northern Africa and Western Asia,wat_pop_sm_u,640845805.0371488
974,2006,Oceania,wat_pop_sm_u,3261730.3838672065
975,2006,Sub-Saharan Africa,wat_pop_sm_u,761296585.7244229
976,2007,Australia and New Zealand,wat_pop_sm_u,174833822.30044594
977,2007,Central and Southern Asia,wat_pop_sm_u,1166836691.275914
978,2007,Eastern and South-Eastern Asia,wat_pop_sm_u,6581096227.663377
979,2007,Europe and Northern America,wat_pop_sm_u,4468237356.954011
980,2007,Latin America and the Caribbean,wat_pop_sm_u,2147137447.7742
981,2007,Northern Africa and Western Asia,wat_pop_sm_u,653487762.422178
982,2007,Oceania,wat_pop_sm_u,3317791.145208388
983,2007,Sub-Saharan Africa,wat_pop_sm_u,800733469.8580475
984,2008,Australia and New Zealand,wat_pop_sm_u,178826990.37548813
985,2008,Central and Southern Asia,wat_pop_sm_u,1202137476.7372065
986,2008,Eastern and South-Eastern Asia,wat_pop_sm_u,6810725916.064316
987,2008,Europe and Northern America,wat_pop_sm_u,4508217312.850477
988,2008,Latin America and the Caribbean,wat_pop_sm_u,2182219912.0095243
989,2008,Northern Africa and Western Asia,wat_pop_sm_u,674448392.0849068
990,2008,Oceania,wat_pop_sm_u,3375524.2126114652
991,2008,Sub-Saharan Africa,wat_pop_sm_u,843508368.9496578
992,2009,Australia and New Zealand,wat_pop_sm_u,182804070.76538455
993,2009,Central and Southern Asia,wat_pop_sm_u,1238846416.3641586
994,2009,Eastern and South-Eastern Asia,wat_pop_sm_u,7044721324.514058
995,2009,Europe and Northern America,wat_pop_sm_u,4544974861.53257
996,2009,Latin America and the Caribbean,wat_pop_sm_u,2217058517.9490995
997,2009,Northern Africa and Western Asia,wat_pop_sm_u,697769606.2766943
998,2009,Oceania,wat_pop_sm_u,3431277.7953632446
999,2009,Sub-Saharan Africa,wat_pop_sm_u,886720352.3148586
1000,2010,Australia and New Zealand,wat_pop_sm_u,186335586.64332116
1001,2010,Central and Southern Asia,wat_pop_sm_u,1277267253.474936
1002,2010,Eastern and South-Eastern Asia,wat_pop_sm_u,7282769657.139194
1003,2010,Europe and Northern America,wat_pop_sm_u,4580932020.494518
1004,2010,Latin America and the Caribbean,wat_pop_sm_u,2252199119.5833936
1005,2010,Northern Africa and Western Asia,wat_pop_sm_u,721568195.5485231
1006,2010,Oceania,wat_pop_sm_u,3483688.941886058
1007,2010,Sub-Saharan Africa,wat_pop_sm_u,931678492.52767
1008,2011,Australia and New Zealand,wat_pop_sm_u,189708951.9080594
1009,2011,Central and Southern Asia,wat_pop_sm_u,1315159268.356938
1010,2011,Eastern and South-Eastern Asia,wat_pop_sm_u,7570631131.030606
1011,2011,Europe and Northern America,wat_pop_sm_u,4617066547.197133
1012,2011,Latin America and the Caribbean,wat_pop_sm_u,2287710305.784176
1013,2011,Northern Africa and Western Asia,wat_pop_sm_u,747402735.6825223
1014,2011,Oceania,wat_pop_sm_u,3533889.4405093305
1015,2011,Sub-Saharan Africa,wat_pop_sm_u,980837912.6993395
1016,2012,Australia and New Zealand,wat_pop_sm_u,193354836.3564466
1017,2012,Central and Southern Asia,wat_pop_sm_u,1357797099.568365
1018,2012,Eastern and South-Eastern Asia,wat_pop_sm_u,7862709890.823949
1019,2012,Europe and Northern America,wat_pop_sm_u,4651508184.857351
1020,2012,Latin America and the Caribbean,wat_pop_sm_u,2323073053.9233117
1021,2012,Northern Africa and Western Asia,wat_pop_sm_u,776043856.0185772
1022,2012,Oceania,wat_pop_sm_u,3582441.1842054087
1023,2012,Sub-Saharan Africa,wat_pop_sm_u,1032105029.8045092
1024,2013,Australia and New Zealand,wat_pop_sm_u,197005133.83814856
1025,2013,Central and Southern Asia,wat_pop_sm_u,1400674361.7082157
1026,2013,Eastern and South-Eastern Asia,wat_pop_sm_u,8160696675.681062
1027,2013,Europe and Northern America,wat_pop_sm_u,4684958294.563036
1028,2013,Latin America and the Caribbean,wat_pop_sm_u,2366461830.2169456
1029,2013,Northern Africa and Western Asia,wat_pop_sm_u,805784044.3064017
1030,2013,Oceania,wat_pop_sm_u,3633633.027475273
1031,2013,Sub-Saharan Africa,wat_pop_sm_u,1078009166.0418682
1032,2014,Australia and New Zealand,wat_pop_sm_u,200267587.44436565
1033,2014,Central and Southern Asia,wat_pop_sm_u,1447016603.1921983
1034,2014,Eastern and South-Eastern Asia,wat_pop_sm_u,8462259948.52935
1035,2014,Europe and Northern America,wat_pop_sm_u,4718218622.966749
1036,2014,Latin America and the Caribbean,wat_pop_sm_u,2410267800.326876
1037,2014,Northern Africa and Western Asia,wat_pop_sm_u,833190834.3407899
1038,2014,Oceania,wat_pop_sm_u,3682391.5800345493
1039,2014,Sub-Saharan Africa,wat_pop_sm_u,1126507411.8735397
1040,2015,Australia and New Zealand,wat_pop_sm_u,203473100.04201835
1041,2015,Central and Southern Asia,wat_pop_sm_u,1496273973.0165253
1042,2015,Eastern and South-Eastern Asia,wat_pop_sm_u,8766485580.11721
1043,2015,Europe and Northern America,wat_pop_sm_u,4753721874.156401
1044,2015,Latin America and the Caribbean,wat_pop_sm_u,2454327322.4216123
1045,2015,Northern Africa and Western Asia,wat_pop_sm_u,858588986.9229395
1046,2015,Oceania,wat_pop_sm_u,3730286.4530521636
1047,2015,Sub-Saharan Africa,wat_pop_sm_u,1178527809.1795342
1048,2016,Australia and New Zealand,wat_pop_sm_u,206876271.86487013
1049,2016,Central and Southern Asia,wat_pop_sm_u,1544008300.869998
1050,2016,Eastern and South-Eastern Asia,wat_pop_sm_u,9074200208.741535
1051,2016,Europe and Northern America,wat_pop_sm_u,4790505054.257902
1052,2016,Latin America and the Caribbean,wat_pop_sm_u,2498422325.5510864
1053,2016,Northern Africa and Western Asia,wat_pop_sm_u,876629838.64256
1054,2016,Oceania,wat_pop_sm_u,3778000.380649332
1055,2016,Sub-Saharan Africa,wat_pop_sm_u,1229497590.4989061
1056,2017,Australia and New Zealand,wat_pop_sm_u,210461748.9025472
1057,2017,Central and Southern Asia,wat_pop_sm_u,1591136323.1414688
1058,2017,Eastern and South-Eastern Asia,wat_pop_sm_u,9387154924.32661
1059,2017,Europe and Northern America,wat_pop_sm_u,4828183857.421294
1060,2017,Latin America and the Caribbean,wat_pop_sm_u,2544286594.8728867
1061,2017,Northern Africa and Western Asia,wat_pop_sm_u,892370054.0088135
1062,2017,Oceania,wat_pop_sm_u,3825020.278971005
1063,2017,Sub-Saharan Africa,wat_pop_sm_u,1280707404.314198
1064,2018,Australia and New Zealand,wat_pop_sm_u,214014659.96983096
1065,2018,Central and Southern Asia,wat_pop_sm_u,1639768561.6278906
1066,2018,Eastern and South-Eastern Asia,wat_pop_sm_u,9692449646.015783
1067,2018,Europe and Northern America,wat_pop_sm_u,4864887084.768681
1068,2018,Latin America and the Caribbean,wat_pop_sm_u,2592718454.675647
1069,2018,Northern Africa and Western Asia,wat_pop_sm_u,909099374.2756307
1070,2018,Oceania,wat_pop_sm_u,3870960.061351699
1071,2018,Sub-Saharan Africa,wat_pop_sm_u,1336173753.0999765
1072,2019,Australia and New Zealand,wat_pop_sm_u,217490595.99326742
1073,2019,Central and Southern Asia,wat_pop_sm_u,1687880253.109459
1074,2019,Eastern and South-Eastern Asia,wat_pop_sm_u,9986381044.52682
1075,2019,Europe and Northern America,wat_pop_sm_u,4901654317.380408
1076,2019,Latin America and the Caribbean,wat_pop_sm_u,2640721635.810877
1077,2019,Northern Africa and Western Asia,wat_pop_sm_u,924869787.9095887
1078,2019,Oceania,wat_pop_sm_u,3915571.9773861174
1079,2019,Sub-Saharan Africa,wat_pop_sm_u,1393740804.887161
1080,2020,Australia and New Zealand,wat_pop_sm_u,220427669.21846795
1081,2020,Central and Southern Asia,wat_pop_sm_u,1736811876.4307039
1082,2020,Eastern and South-Eastern Asia,wat_pop_sm_u,10230641841.270262
1083,2020,Europe and Northern America,wat_pop_sm_u,4932035639.990049
1084,2020,Latin America and the Caribbean,wat_pop_sm_u,2683416271.589831
1085,2020,Northern Africa and Western Asia,wat_pop_sm_u,937768823.4436784
1086,2020,Oceania,wat_pop_sm_u,3969927.7919067913
1087,2020,Sub-Saharan Africa,wat_pop_sm_u,1453528051.785601
1088,2021,Australia and New Zealand,wat_pop_sm_u,222849438.49499294
1089,2021,Central and Southern Asia,wat_pop_sm_u,1786897581.6486742
1090,2021,Eastern and South-Eastern Asia,wat_pop_sm_u,10441250467.541422
1091,2021,Europe and Northern America,wat_pop_sm_u,4955052522.554487
1092,2021,Latin America and the Caribbean,wat_pop_sm_u,2695384208.5835505
1093,2021,Northern Africa and Western Asia,wat_pop_sm_u,951015774.0009181
1094,2021,Oceania,wat_pop_sm_u,4034012.820103955
1095,2021,Sub-Saharan Africa,wat_pop_sm_u,1512166838.1160195
1096,2022,Australia and New Zealand,wat_pop_sm_u,225334790.39151353
1097,2022,Central and Southern Asia,wat_pop_sm_u,1830740094.7419615
1098,2022,Eastern and South-Eastern Asia,wat_pop_sm_u,10639588416.74174
1099,2022,Europe and Northern America,wat_pop_sm_u,4961299758.24374
1100,2022,Latin America and the Caribbean,wat_pop_sm_u,2729681848.8929954
1101,2022,Northern Africa and Western Asia,wat_pop_sm_u,969757097.6009148
1102,2022,Oceania,wat_pop_sm_u,4101668.9434533417
1103,2022,Sub-Saharan Africa,wat_pop_sm_u,1546467076.4672604
1104,2000,Australia and New Zealand,wat_pop_basal_sub_t,60166.93331569108
1105,2000,Central and Southern Asia,wat_pop_basal_sub_t,17475089.16057385
1106,2000,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,19946501.087794993
1107,2000,Europe and Northern America,wat_pop_basal_sub_t,6905004.244228318
1108,2000,Latin America and the Caribbean,wat_pop_basal_sub_t,11931748.295126263
1109,2000,Northern Africa and Western Asia,wat_pop_basal_sub_t,2968872.63227089
1110,2000,Oceania,wat_pop_basal_sub_t,70648.66917369814
1111,2000,Sub-Saharan Africa,wat_pop_basal_sub_t,12475362.383385811
1112,2001,Australia and New Zealand,wat_pop_basal_sub_t,60702.43651637466
1113,2001,Central and Southern Asia,wat_pop_basal_sub_t,17913235.084312532
1114,2001,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,20438035.508767955
1115,2001,Europe and Northern America,wat_pop_basal_sub_t,6847776.8462503115
1116,2001,Latin America and the Caribbean,wat_pop_basal_sub_t,12129968.790389154
1117,2001,Northern Africa and Western Asia,wat_pop_basal_sub_t,3029991.0843688045
1118,2001,Oceania,wat_pop_basal_sub_t,71298.98806957288
1119,2001,Sub-Saharan Africa,wat_pop_basal_sub_t,13106187.167959593
1120,2002,Australia and New Zealand,wat_pop_basal_sub_t,61623.293910435095
1121,2002,Central and Southern Asia,wat_pop_basal_sub_t,18340639.212131005
1122,2002,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,20921828.349176496
1123,2002,Europe and Northern America,wat_pop_basal_sub_t,6784740.913209144
1124,2002,Latin America and the Caribbean,wat_pop_basal_sub_t,12354435.191897187
1125,2002,Northern Africa and Western Asia,wat_pop_basal_sub_t,3106376.8601838867
1126,2002,Oceania,wat_pop_basal_sub_t,71911.26825702042
1127,2002,Sub-Saharan Africa,wat_pop_basal_sub_t,13742095.448541049
1128,2003,Australia and New Zealand,wat_pop_basal_sub_t,62736.92175018289
1129,2003,Central and Southern Asia,wat_pop_basal_sub_t,18751125.907285832
1130,2003,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,21326364.122399494
1131,2003,Europe and Northern America,wat_pop_basal_sub_t,6718266.813854881
1132,2003,Latin America and the Caribbean,wat_pop_basal_sub_t,12585626.912647309
1133,2003,Northern Africa and Western Asia,wat_pop_basal_sub_t,3184644.0849299673
1134,2003,Oceania,wat_pop_basal_sub_t,72410.1838658699
1135,2003,Sub-Saharan Africa,wat_pop_basal_sub_t,14403350.383087307
1136,2004,Australia and New Zealand,wat_pop_basal_sub_t,63696.21702340244
1137,2004,Central and Southern Asia,wat_pop_basal_sub_t,19158527.514229562
1138,2004,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,21728903.008003004
1139,2004,Europe and Northern America,wat_pop_basal_sub_t,6482843.747178026
1140,2004,Latin America and the Caribbean,wat_pop_basal_sub_t,12814724.357531846
1141,2004,Northern Africa and Western Asia,wat_pop_basal_sub_t,3265842.5365526434
1142,2004,Oceania,wat_pop_basal_sub_t,72862.3074328792
1143,2004,Sub-Saharan Africa,wat_pop_basal_sub_t,15052611.670863653
1144,2005,Australia and New Zealand,wat_pop_basal_sub_t,64497.95098336337
1145,2005,Central and Southern Asia,wat_pop_basal_sub_t,19419394.324640553
1146,2005,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,22192984.320212495
1147,2005,Europe and Northern America,wat_pop_basal_sub_t,7561556.762670215
1148,2005,Latin America and the Caribbean,wat_pop_basal_sub_t,13041156.712662712
1149,2005,Northern Africa and Western Asia,wat_pop_basal_sub_t,3351842.842857198
1150,2005,Oceania,wat_pop_basal_sub_t,73300.80030519028
1151,2005,Sub-Saharan Africa,wat_pop_basal_sub_t,15721312.467601322
1152,2006,Australia and New Zealand,wat_pop_basal_sub_t,61135.16256312811
1153,2006,Central and Southern Asia,wat_pop_basal_sub_t,19744209.395354066
1154,2006,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,22679923.77333873
1155,2006,Europe and Northern America,wat_pop_basal_sub_t,7319003.702565584
1156,2006,Latin America and the Caribbean,wat_pop_basal_sub_t,13262453.544047289
1157,2006,Northern Africa and Western Asia,wat_pop_basal_sub_t,3418174.978095958
1158,2006,Oceania,wat_pop_basal_sub_t,73738.10309092386
1159,2006,Sub-Saharan Africa,wat_pop_basal_sub_t,16412577.9797787
1160,2007,Australia and New Zealand,wat_pop_basal_sub_t,57602.284027709844
1161,2007,Central and Southern Asia,wat_pop_basal_sub_t,20064074.1949422
1162,2007,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,23169472.92538696
1163,2007,Europe and Northern America,wat_pop_basal_sub_t,7088863.14858092
1164,2007,Latin America and the Caribbean,wat_pop_basal_sub_t,13481580.375954624
1165,2007,Northern Africa and Western Asia,wat_pop_basal_sub_t,3470742.3758069607
1166,2007,Oceania,wat_pop_basal_sub_t,74167.96305868363
1167,2007,Sub-Saharan Africa,wat_pop_basal_sub_t,17088162.3372069
1168,2008,Australia and New Zealand,wat_pop_basal_sub_t,53952.88253435455
1169,2008,Central and Southern Asia,wat_pop_basal_sub_t,20383418.30167113
1170,2008,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,23662355.98416737
1171,2008,Europe and Northern America,wat_pop_basal_sub_t,6823869.917610248
1172,2008,Latin America and the Caribbean,wat_pop_basal_sub_t,13689725.629608154
1173,2008,Northern Africa and Western Asia,wat_pop_basal_sub_t,3469114.1995569826
1174,2008,Oceania,wat_pop_basal_sub_t,74512.38674277558
1175,2008,Sub-Saharan Africa,wat_pop_basal_sub_t,17788592.07087945
1176,2009,Australia and New Zealand,wat_pop_basal_sub_t,50273.06635663722
1177,2009,Central and Southern Asia,wat_pop_basal_sub_t,20593520.27820457
1178,2009,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,24155937.425001927
1179,2009,Europe and Northern America,wat_pop_basal_sub_t,6625201.997091657
1180,2009,Latin America and the Caribbean,wat_pop_basal_sub_t,13872007.12368015
1181,2009,Northern Africa and Western Asia,wat_pop_basal_sub_t,3480467.350482929
1182,2009,Oceania,wat_pop_basal_sub_t,74764.52682480887
1183,2009,Sub-Saharan Africa,wat_pop_basal_sub_t,18553384.603020586
1184,2010,Australia and New Zealand,wat_pop_basal_sub_t,46518.23419119664
1185,2010,Central and Southern Asia,wat_pop_basal_sub_t,20817242.29779269
1186,2010,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,24651901.09295125
1187,2010,Europe and Northern America,wat_pop_basal_sub_t,6400029.334696547
1188,2010,Latin America and the Caribbean,wat_pop_basal_sub_t,14060987.63802604
1189,2010,Northern Africa and Western Asia,wat_pop_basal_sub_t,3484966.886602856
1190,2010,Oceania,wat_pop_basal_sub_t,74961.06826090465
1191,2010,Sub-Saharan Africa,wat_pop_basal_sub_t,19351670.76767603
1192,2011,Australia and New Zealand,wat_pop_basal_sub_t,42595.31372432186
1193,2011,Central and Southern Asia,wat_pop_basal_sub_t,21039160.796274416
1194,2011,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,25158405.213409577
1195,2011,Europe and Northern America,wat_pop_basal_sub_t,6183618.493890371
1196,2011,Latin America and the Caribbean,wat_pop_basal_sub_t,14257833.375777515
1197,2011,Northern Africa and Western Asia,wat_pop_basal_sub_t,3492444.006383232
1198,2011,Oceania,wat_pop_basal_sub_t,75383.11420163393
1199,2011,Sub-Saharan Africa,wat_pop_basal_sub_t,20148460.35502607
1200,2012,Australia and New Zealand,wat_pop_basal_sub_t,38552.177307651786
1201,2012,Central and Southern Asia,wat_pop_basal_sub_t,21177778.90113172
1202,2012,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,25681120.787559394
1203,2012,Europe and Northern America,wat_pop_basal_sub_t,5987717.1896295985
1204,2012,Latin America and the Caribbean,wat_pop_basal_sub_t,14453477.924118299
1205,2012,Northern Africa and Western Asia,wat_pop_basal_sub_t,3515463.6357379584
1206,2012,Oceania,wat_pop_basal_sub_t,75768.95757428199
1207,2012,Sub-Saharan Africa,wat_pop_basal_sub_t,20914156.686140284
1208,2013,Australia and New Zealand,wat_pop_basal_sub_t,34540.17633122067
1209,2013,Central and Southern Asia,wat_pop_basal_sub_t,21329838.28956867
1210,2013,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,26201877.737066455
1211,2013,Europe and Northern America,wat_pop_basal_sub_t,5907714.665813724
1212,2013,Latin America and the Caribbean,wat_pop_basal_sub_t,14526531.712557804
1213,2013,Northern Africa and Western Asia,wat_pop_basal_sub_t,3568487.458004617
1214,2013,Oceania,wat_pop_basal_sub_t,76245.60404144821
1215,2013,Sub-Saharan Africa,wat_pop_basal_sub_t,21810460.32110526
1216,2014,Australia and New Zealand,wat_pop_basal_sub_t,30606.24173583974
1217,2014,Central and Southern Asia,wat_pop_basal_sub_t,21471578.144164905
1218,2014,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,26717021.402472883
1219,2014,Europe and Northern America,wat_pop_basal_sub_t,5846426.441273343
1220,2014,Latin America and the Caribbean,wat_pop_basal_sub_t,14596514.358471727
1221,2014,Northern Africa and Western Asia,wat_pop_basal_sub_t,3622102.8240570766
1222,2014,Oceania,wat_pop_basal_sub_t,76730.07068620749
1223,2014,Sub-Saharan Africa,wat_pop_basal_sub_t,22763812.794321418
1224,2015,Australia and New Zealand,wat_pop_basal_sub_t,26622.142808925586
1225,2015,Central and Southern Asia,wat_pop_basal_sub_t,21595846.17480472
1226,2015,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,27232598.368024144
1227,2015,Europe and Northern America,wat_pop_basal_sub_t,5810716.508689263
1228,2015,Latin America and the Caribbean,wat_pop_basal_sub_t,14669517.780468637
1229,2015,Northern Africa and Western Asia,wat_pop_basal_sub_t,3655548.3155855816
1230,2015,Oceania,wat_pop_basal_sub_t,77277.62168778531
1231,2015,Sub-Saharan Africa,wat_pop_basal_sub_t,23746824.190077342
1232,2016,Australia and New Zealand,wat_pop_basal_sub_t,22493.476527622766
1233,2016,Central and Southern Asia,wat_pop_basal_sub_t,21710714.63344572
1234,2016,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,27753571.131385405
1235,2016,Europe and Northern America,wat_pop_basal_sub_t,5777681.301205636
1236,2016,Latin America and the Caribbean,wat_pop_basal_sub_t,14750206.619825454
1237,2016,Northern Africa and Western Asia,wat_pop_basal_sub_t,3731346.419652473
1238,2016,Oceania,wat_pop_basal_sub_t,77854.75507894844
1239,2016,Sub-Saharan Africa,wat_pop_basal_sub_t,24768885.232395917
1240,2017,Australia and New Zealand,wat_pop_basal_sub_t,18215.42403978575
1241,2017,Central and Southern Asia,wat_pop_basal_sub_t,21843988.192711115
1242,2017,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,28266816.365568127
1243,2017,Europe and Northern America,wat_pop_basal_sub_t,5745369.576028556
1244,2017,Latin America and the Caribbean,wat_pop_basal_sub_t,14888563.150441615
1245,2017,Northern Africa and Western Asia,wat_pop_basal_sub_t,3815020.0263690082
1246,2017,Oceania,wat_pop_basal_sub_t,78426.58362901861
1247,2017,Sub-Saharan Africa,wat_pop_basal_sub_t,25827241.651644528
1248,2018,Australia and New Zealand,wat_pop_basal_sub_t,13824.359905134132
1249,2018,Central and Southern Asia,wat_pop_basal_sub_t,22015406.184044667
1250,2018,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,28803195.98376234
1251,2018,Europe and Northern America,wat_pop_basal_sub_t,5709163.391674951
1252,2018,Latin America and the Caribbean,wat_pop_basal_sub_t,14988363.748574072
1253,2018,Northern Africa and Western Asia,wat_pop_basal_sub_t,3937141.8757938216
1254,2018,Oceania,wat_pop_basal_sub_t,78980.13656583357
1255,2018,Sub-Saharan Africa,wat_pop_basal_sub_t,26902451.44182483
1256,2019,Australia and New Zealand,wat_pop_basal_sub_t,9305.255452706166
1257,2019,Central and Southern Asia,wat_pop_basal_sub_t,22206813.161340915
1258,2019,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,29315247.156320173
1259,2019,Europe and Northern America,wat_pop_basal_sub_t,5671149.36459589
1260,2019,Latin America and the Caribbean,wat_pop_basal_sub_t,15084021.22936482
1261,2019,Northern Africa and Western Asia,wat_pop_basal_sub_t,4080904.1090873554
1262,2019,Oceania,wat_pop_basal_sub_t,79550.57253517688
1263,2019,Sub-Saharan Africa,wat_pop_basal_sub_t,27999456.563989777
1264,2020,Australia and New Zealand,wat_pop_basal_sub_t,4533.31746782611
1265,2020,Central and Southern Asia,wat_pop_basal_sub_t,22424431.550282136
1266,2020,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,29815310.58089961
1267,2020,Europe and Northern America,wat_pop_basal_sub_t,5645189.367467749
1268,2020,Latin America and the Caribbean,wat_pop_basal_sub_t,15187568.69446878
1269,2020,Northern Africa and Western Asia,wat_pop_basal_sub_t,4251919.608794745
1270,2020,Oceania,wat_pop_basal_sub_t,80347.01105856901
1271,2020,Sub-Saharan Africa,wat_pop_basal_sub_t,29135495.037707757
1272,2021,Australia and New Zealand,wat_pop_basal_sub_t,0.0
1273,2021,Central and Southern Asia,wat_pop_basal_sub_t,22664889.19728545
1274,2021,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,30299205.426360894
1275,2021,Europe and Northern America,wat_pop_basal_sub_t,5614000.819955444
1276,2021,Latin America and the Caribbean,wat_pop_basal_sub_t,15061639.93003701
1277,2021,Northern Africa and Western Asia,wat_pop_basal_sub_t,4408650.463546221
1278,2021,Oceania,wat_pop_basal_sub_t,81326.25384723041
1279,2021,Sub-Saharan Africa,wat_pop_basal_sub_t,30325971.075187825
1280,2022,Australia and New Zealand,wat_pop_basal_sub_t,0.0
1281,2022,Central and Southern Asia,wat_pop_basal_sub_t,22774379.521231275
1282,2022,Eastern and South-Eastern Asia,wat_pop_basal_sub_t,30712717.625253994
1283,2022,Europe and Northern America,wat_pop_basal_sub_t,5570517.3418193925
1284,2022,Latin America and the Caribbean,wat_pop_basal_sub_t,15063622.810635928
1285,2022,Northern Africa and Western Asia,wat_pop_basal_sub_t,4468317.96607388
1286,2022,Oceania,wat_pop_basal_sub_t,81963.69946716976
1287,2022,Sub-Saharan Africa,wat_pop_basal_sub_t,31420401.648986306
1288,2000,Australia and New Zealand,wat_pop_basal_sub_r,0.0
1289,2000,Central and Southern Asia,wat_pop_basal_sub_r,-1840629933.071111
1290,2000,Eastern and South-Eastern Asia,wat_pop_basal_sub_r,-785710994.4464456
1291,2000,Europe and Northern America,wat_pop_basal_sub_r,-370680823.93239176
1292,2000,Latin America and the Caribbean,wat_pop_basal_sub_r,-654500725.1826925
1293,2000,Northern Africa and Western Asia,wat_pop_basal_sub_r,-169391782.12460154
1294,2000,Oceania,wat_pop_basal_sub_r,-3078047.193391458
1295,2000,Sub-Saharan Africa,wat_pop_basal_sub_r,-302306555.34363693
1296,2001,Australia and New Zealand,wat_pop_basal_sub_r,0.0
1297,2001,Central and Southern Asia,wat_pop_basal_sub_r,-1873288369.310728
1298,2001,Eastern and South-Eastern Asia,wat_pop_basal_sub_r,-817667373.3714387
1299,2001,Europe and Northern America,wat_pop_basal_sub_r,-368673716.59543216
1300,2001,Latin America and the Caribbean,wat_pop_basal_sub_r,-656961368.167013
1301,2001,Northern Africa and Western Asia,wat_pop_basal_sub_r,-175016681.97746068
1302,2001,Oceania,wat_pop_basal_sub_r,-3136017.002224791
1303,2001,Sub-Saharan Africa,wat_pop_basal_sub_r,-323013328.2709847
1304,2002,Australia and New Zealand,wat_pop_basal_sub_r,0.0
1305,2002,Central and Southern Asia,wat_pop_basal_sub_r,-1909230113.1869886
1306,2002,Eastern and South-Eastern Asia,wat_pop_basal_sub_r,-843384260.6893951
1307,2002,Europe and Northern America,wat_pop_basal_sub_r,-366781037.3492021
1308,2002,Latin America and the Caribbean,wat_pop_basal_sub_r,-671089418.4975739
1309,2002,Northern Africa and Western Asia,wat_pop_basal_sub_r,-181345771.3650261
1310,2002,Oceania,wat_pop_basal_sub_r,-3190234.4663271536
1311,2002,Sub-Saharan Africa,wat_pop_basal_sub_r,-345047799.77059704
1312,2003,Australia and New Zealand,wat_pop_basal_sub_r,0.0
1313,2003,Central and Southern Asia,wat_pop_basal_sub_r,-1943116110.0119877
1314,2003,Eastern and South-Eastern Asia,wat_pop_basal_sub_r,-869621690.6288879
1315,2003,Europe and Northern America,wat_pop_basal_sub_r,-365550077.65715456
1316,2003,Latin America and the Caribbean,wat_pop_basal_sub_r,-693153368.5398862
